j,job_id,timestamp,N,pi_est,error
46,41,2026-06-04 08:56:33,460000,3.139782608695652,0.0018100448941411607
47,69,2026-06-04 08:56:33,470000,3.139685106382979,0.0019075472068141863
48,2,2026-06-04 08:56:33,480000,3.139666666666667,0.0019259869231262883
49,71,2026-06-04 08:56:34,490000,3.1399918367346937,0.001600816855099385
50,64,2026-06-04 08:56:34,500000,3.140096,0.0014966535897928956
51,58,2026-06-04 08:56:34,510000,3.140227450980392,0.001365202609401095
52,72,2026-06-04 08:56:34,520000,3.1402,0.0013926535897930137
53,98,2026-06-04 08:56:34,530000,3.140264150943396,0.0013285026463969452
54,9,2026-06-04 08:56:34,540000,3.1405555555555558,0.0010370980342373493
55,88,2026-06-04 08:56:34,550000,3.140756363636364,0.0008362899534293255
56,76,2026-06-04 08:56:34,560000,3.14055,0.0010426535897929412
57,60,2026-06-04 08:56:34,570000,3.1408842105263157,0.000708443063477393
58,48,2026-06-04 08:56:34,580000,3.1406275862068966,0.0009650673828964784
59,12,2026-06-04 08:56:34,590000,3.1409762711864406,0.000616382403352489
60,27,2026-06-04 08:56:34,600000,3.14126,0.00033265358979317483
61,26,2026-06-04 08:56:34,610000,3.1411475409836065,0.0004451126061866262
62,18,2026-06-04 08:56:34,620000,3.1416064516129034,1.3798023110300761e-05
63,24,2026-06-04 08:56:34,630000,3.141625396825397,3.274323560376047e-05
64,30,2026-06-04 08:56:34,640000,3.1419125,0.000319846410206992
65,25,2026-06-04 08:56:34,650000,3.142116923076923,0.0005242694871299136
66,20,2026-06-04 08:56:34,660000,3.1419151515151515,0.0003224979253584337
67,6,2026-06-04 08:56:34,670000,3.142131343283582,0.0005386896937888963
68,93,2026-06-04 08:56:34,680000,3.1422,0.000607346410206766
69,87,2026-06-04 08:56:34,690000,3.141930434782609,0.0003377811928158003
70,45,2026-06-04 08:56:34,700000,3.142,0.0004073464102067881
71,86,2026-06-04 08:56:34,710000,3.141842253521127,0.0002495999313336661
72,90,2026-06-04 08:56:34,720000,3.141966666666667,0.00037401307687368046
73,91,2026-06-04 08:56:34,730000,3.142087671232877,0.0004950176430837949
74,95,2026-06-04 08:56:34,740000,3.142081081081081,0.0004884274912879683
75,56,2026-06-04 08:56:34,750000,3.1422773333333334,0.0006846797435402507
76,43,2026-06-04 08:56:34,760000,3.1418842105263156,0.0002915569365224968
77,96,2026-06-04 08:56:34,770000,3.1415844155844157,8.238005377414481e-06
78,82,2026-06-04 08:56:34,780000,3.141430769230769,0.00016188435902408926
79,55,2026-06-04 08:56:34,790000,3.1413063291139243,0.0002863244758688488
80,68,2026-06-04 08:56:34,800000,3.14154,5.265358979311685e-05
81,97,2026-06-04 08:56:34,810000,3.1415456790123457,4.6974577447400634e-05
82,70,2026-06-04 08:56:35,820000,3.141190243902439,0.000402409687354055
83,77,2026-06-04 08:56:35,830000,3.141079518072289,0.000513135517504093
84,11,2026-06-04 08:56:36,840000,3.141052380952381,0.0005402726374121869
85,75,2026-06-04 08:56:39,850000,3.1407905882352942,0.0008020653544988932
86,39,2026-06-04 08:56:39,860000,3.1405162790697676,0.0010763745200255137
87,16,2026-06-04 08:56:39,870000,3.1404367816091954,0.0011558719805977447
88,84,2026-06-04 08:56:39,880000,3.1407363636363637,0.0008562899534294566
89,80,2026-06-04 08:56:39,890000,3.1409213483146066,0.0006713052751865511
90,52,2026-06-04 08:56:40,900000,3.1410222222222224,0.000570431367570734
91,57,2026-06-04 08:56:40,910000,3.1412263736263735,0.00036627996341964675
92,40,2026-06-04 08:56:40,920000,3.140886956521739,0.000705697068053901
93,59,2026-06-04 08:56:41,930000,3.1407870967741935,0.0008055568155995729
94,65,2026-06-04 08:56:41,940000,3.140868085106383,0.0007245684834100707
95,73,2026-06-04 08:56:41,950000,3.140732631578947,0.0008600220108458956
96,17,2026-06-04 08:56:41,960000,3.1408125,0.0007801535897931089
97,83,2026-06-04 08:56:41,970000,3.140618556701031,0.0009740968887621548
98,51,2026-06-04 08:56:42,980000,3.140710204081633,0.000882449508160299
99,10,2026-06-04 08:56:43,990000,3.140779797979798,0.0008128556099951112
100,63,2026-06-04 08:56:48,1000000,3.14098,0.0006126535897932328
