j,job_id,timestamp,N,pi_est,error
30,75,2026-06-16 13:43:11,30000,3.1426666666666665,0.0010740130768733813
31,123,2026-06-16 13:43:11,31000,3.141032258064516,0.0005603955252770909
32,10,2026-06-16 13:43:11,32000,3.14275,0.0011573464102068165
33,122,2026-06-16 13:43:11,33000,3.1432727272727274,0.0016800736829343244
34,126,2026-06-16 13:43:11,34000,3.140823529411765,0.0007691241780283242
35,127,2026-06-16 13:43:11,35000,3.1413714285714285,0.0002212250183646347
36,124,2026-06-16 13:43:11,36000,3.141888888888889,0.00029623529909583723
37,106,2026-06-16 13:43:11,37000,3.14227027027027,0.0006776166804769446
38,112,2026-06-16 13:43:11,38000,3.144421052631579,0.0028283990417858895
39,87,2026-06-16 13:43:11,39000,3.1445128205128206,0.002920166923027434
40,53,2026-06-16 13:43:11,40000,3.1434,0.001807346410207078
41,85,2026-06-16 13:43:11,41000,3.1426341463414635,0.0010414927516704253
42,42,2026-06-16 13:43:11,42000,3.140285714285714,0.0013069393040789912
43,82,2026-06-16 13:43:11,43000,3.1388837209302327,0.0027089326595604035
44,83,2026-06-16 13:43:11,44000,3.139181818181818,0.0024108354079750427
45,143,2026-06-16 13:43:12,45000,3.138488888888889,0.0031037647009042324
46,180,2026-06-16 13:43:12,46000,3.1378260869565215,0.003766566633271573
47,154,2026-06-16 13:43:12,47000,3.138212765957447,0.0033798876323460902
48,98,2026-06-16 13:43:12,48000,3.1403333333333334,0.001259320256459695
49,155,2026-06-16 13:43:12,49000,3.1387755102040815,0.0028171433857115957
50,145,2026-06-16 13:43:12,50000,3.13808,0.0035126535897931355
51,192,2026-06-16 13:43:12,51000,3.1375686274509804,0.0040240261388126974
52,193,2026-06-16 13:43:12,52000,3.1364615384615386,0.005131115128254482
53,144,2026-06-16 13:43:12,53000,3.1372075471698113,0.004385106419981799
54,178,2026-06-16 13:43:12,54000,3.1356296296296295,0.0059630239601635715
55,153,2026-06-16 13:43:12,55000,3.136290909090909,0.005301744498884098
56,147,2026-06-16 13:43:12,56000,3.1373571428571427,0.004235510732650383
57,134,2026-06-16 13:43:12,57000,3.1372631578947368,0.004329495695056362
58,132,2026-06-16 13:43:12,58000,3.1375862068965517,0.004006446693241461
59,133,2026-06-16 13:43:12,59000,3.1374915254237288,0.004101128166064338
60,125,2026-06-16 13:43:12,60000,3.1380666666666666,0.003525986923126556
61,131,2026-06-16 13:43:12,61000,3.138688524590164,0.0029041289996292186
62,130,2026-06-16 13:43:12,62000,3.137483870967742,0.004108782622051166
63,101,2026-06-16 13:43:12,63000,3.1375873015873017,0.0040053520024914135
64,129,2026-06-16 13:43:12,64000,3.13825,0.00334265358979291
65,128,2026-06-16 13:43:12,65000,3.1392615384615383,0.0023311151282547904
66,107,2026-06-16 13:43:12,66000,3.14030303030303,0.0012896232867629642
67,176,2026-06-16 13:43:12,67000,3.139761194029851,0.001831459559942239
68,163,2026-06-16 13:43:12,68000,3.1406470588235296,0.0009455947662635467
69,175,2026-06-16 13:43:12,69000,3.140405797101449,0.0011868564883439348
70,5,2026-06-16 13:43:12,70000,3.1404,0.0011926535897930357
71,160,2026-06-16 13:43:12,71000,3.1394929577464787,0.0020996958433143753
72,171,2026-06-16 13:43:12,72000,3.138611111111111,0.0029815424786820977
73,157,2026-06-16 13:43:13,73000,3.139835616438356,0.0017570371514370464
74,209,2026-06-16 13:43:13,74000,3.138918918918919,0.0026737346708740617
75,195,2026-06-16 13:43:13,75000,3.1392533333333335,0.002339320256459665
76,181,2026-06-16 13:43:13,76000,3.1395789473684212,0.0020137062213718693
77,156,2026-06-16 13:43:13,77000,3.1396363636363636,0.0019562899534295575
78,227,2026-06-16 13:43:13,78000,3.1388205128205127,0.002772140769280451
79,233,2026-06-16 13:43:13,79000,3.1382784810126583,0.003314172577134844
80,232,2026-06-16 13:43:13,80000,3.13775,0.003842653589793077
81,146,2026-06-16 13:43:13,81000,3.1378271604938273,0.003765493095965855
82,152,2026-06-16 13:43:13,82000,3.137512195121951,0.004080458467841996
83,191,2026-06-16 13:43:13,83000,3.137734939759036,0.00385771383075717
84,218,2026-06-16 13:43:13,84000,3.138047619047619,0.0035450345421739193
85,242,2026-06-16 13:43:13,85000,3.1371294117647057,0.004463241825087394
86,243,2026-06-16 13:43:13,86000,3.136372093023256,0.005220560566537191
87,240,2026-06-16 13:43:13,87000,3.1364597701149424,0.005132883474850747
88,246,2026-06-16 13:43:13,88000,3.1375454545454544,0.004047199044338701
89,260,2026-06-16 13:43:13,89000,3.137932584269663,0.003660069320130077
90,261,2026-06-16 13:43:13,90000,3.1373333333333333,0.004259320256459809
91,214,2026-06-16 13:43:13,91000,3.137978021978022,0.003614631611771113
92,217,2026-06-16 13:43:13,92000,3.137782608695652,0.0038100448941409404
93,158,2026-06-16 13:43:13,93000,3.138021505376344,0.00357114821344906
94,212,2026-06-16 13:43:13,94000,3.137787234042553,0.0038054195472398966
95,165,2026-06-16 13:43:13,95000,3.1385684210526317,0.003024232537161442
96,159,2026-06-16 13:43:13,96000,3.139291666666667,0.0023009869231263025
97,198,2026-06-16 13:43:13,97000,3.1390927835051547,0.002499870084638367
98,211,2026-06-16 13:43:13,98000,3.138734693877551,0.0028579597122422307
99,172,2026-06-16 13:43:13,99000,3.1386666666666665,0.0029259869231266222
100,221,2026-06-16 13:43:14,100000,3.13808,0.0035126535897931355
101,220,2026-06-16 13:43:14,101000,3.1374653465346536,0.0041273070551395286
102,182,2026-06-16 13:43:14,102000,3.136470588235294,0.005122065354499217
103,196,2026-06-16 13:43:14,103000,3.1366990291262136,0.004893624463579549
104,179,2026-06-16 13:43:14,104000,3.136846153846154,0.004746499743639276
105,322,2026-06-16 13:43:14,105000,3.137219047619048,0.00437360597074532
106,256,2026-06-16 13:43:14,106000,3.1369433962264153,0.0046492573633778456
107,295,2026-06-16 13:43:14,107000,3.137158878504673,0.004433775085120217
108,257,2026-06-16 13:43:14,108000,3.1374814814814815,0.004111172108311578
109,321,2026-06-16 13:43:14,109000,3.137577981651376,0.0040146719384170915
110,309,2026-06-16 13:43:14,110000,3.137272727272727,0.004319926317065903
111,268,2026-06-16 13:43:14,111000,3.1386666666666665,0.0029259869231266222
112,308,2026-06-16 13:43:14,112000,3.138571428571429,0.0030212250183643263
113,334,2026-06-16 13:43:14,113000,3.138265486725664,0.0033271668641292607
114,324,2026-06-16 13:43:14,114000,3.1382105263157896,0.0033821272740035546
115,287,2026-06-16 13:43:14,115000,3.138678260869565,0.0029143927202279762
116,293,2026-06-16 13:43:14,116000,3.1390344827586207,0.0025581708311723794
117,247,2026-06-16 13:43:14,117000,3.139247863247863,0.0023447903419300253
118,290,2026-06-16 13:43:14,118000,3.1395593220338984,0.0020333315558946907
119,284,2026-06-16 13:43:14,119000,3.1395966386554623,0.00199601493433077
120,285,2026-06-16 13:43:14,120000,3.1398333333333333,0.001759320256459862
121,332,2026-06-16 13:43:14,121000,3.140099173553719,0.0014934800360739686
122,263,2026-06-16 13:43:14,122000,3.1402295081967213,0.0013631453930718074
123,289,2026-06-16 13:43:14,123000,3.1399674796747967,0.0016251739149963917
124,262,2026-06-16 13:43:14,124000,3.1399032258064516,0.0016894277833414684
125,302,2026-06-16 13:43:14,125000,3.140512,0.0010806535897929237
126,328,2026-06-16 13:43:14,126000,3.141079365079365,0.0005132885104282003
127,315,2026-06-16 13:43:14,127000,3.140818897637795,0.000773755951998023
128,265,2026-06-16 13:43:14,128000,3.14084375,0.0007489035897929597
129,271,2026-06-16 13:43:14,129000,3.1407131782945736,0.0008794752952194784
130,258,2026-06-16 13:43:14,130000,3.140830769230769,0.0007618843590240232
131,304,2026-06-16 13:43:14,131000,3.141038167938931,0.0005544856508619134
132,310,2026-06-16 13:43:14,132000,3.140939393939394,0.0006532596503991961
133,312,2026-06-16 13:43:14,133000,3.141203007518797,0.0003896460709960081
134,266,2026-06-16 13:43:14,134000,3.14089552238806,0.0006971312017332032
135,267,2026-06-16 13:43:14,135000,3.1409777777777776,0.0006148758120154696
136,273,2026-06-16 13:43:14,136000,3.140705882352941,0.0008867712368521019
137,3,2026-06-16 13:43:14,137000,3.1406131386861316,0.0009795149036615491
138,355,2026-06-16 13:43:15,138000,3.139391304347826,0.002201349241967243
139,382,2026-06-16 13:43:15,139000,3.1395395683453238,0.0020530852444693437
140,397,2026-06-16 13:43:15,140000,3.1402,0.0013926535897930137
141,383,2026-06-16 13:43:15,141000,3.1398865248226953,0.0017061287670978587
142,354,2026-06-16 13:43:15,142000,3.1398591549295776,0.0017334986602155489
143,432,2026-06-16 13:43:15,143000,3.1400279720279722,0.0015646815618208798
144,340,2026-06-16 13:43:15,144000,3.1401944444444445,0.0013982091453486056
145,356,2026-06-16 13:43:15,145000,3.1397241379310343,0.0018685156587587848
146,222,2026-06-16 13:43:15,146000,3.1396712328767125,0.001921420713080657
147,380,2026-06-16 13:43:15,147000,3.1395918367346938,0.002000816855099341
148,353,2026-06-16 13:43:15,148000,3.139918918918919,0.0016737346708741718
149,347,2026-06-16 13:43:15,149000,3.1393825503355703,0.0022101032542227728
150,391,2026-06-16 13:43:15,150000,3.139013333333333,0.002579320256459905
151,352,2026-06-16 13:43:15,151000,3.1389139072847683,0.0026787463050248483
152,378,2026-06-16 13:43:15,152000,3.138684210526316,0.0029084430634771508
153,422,2026-06-16 13:43:15,153000,3.1387450980392155,0.002847555550577585
154,350,2026-06-16 13:43:15,154000,3.1388311688311687,0.0027614847586243663
155,437,2026-06-16 13:43:15,155000,3.1391225806451613,0.0024700729446318626
156,351,2026-06-16 13:43:15,156000,3.139128205128205,0.002464448461588109
157,345,2026-06-16 13:43:15,157000,3.138955414012739,0.0026372395770541956
158,379,2026-06-16 13:43:15,158000,3.1388101265822783,0.002782527007514801
159,294,2026-06-16 13:43:15,159000,3.1380880503144652,0.0035046032753278666
160,337,2026-06-16 13:43:15,160000,3.1382,0.0033926535897932375
161,283,2026-06-16 13:43:15,161000,3.138832298136646,0.002760355453147234
162,320,2026-06-16 13:43:15,162000,3.1387654320987655,0.002827221491027654
163,495,2026-06-16 13:43:15,163000,3.138503067484663,0.0030895861051303264
164,325,2026-06-16 13:43:15,164000,3.138560975609756,0.0030316779800370064
165,331,2026-06-16 13:43:15,165000,3.13849696969697,0.003095683892823331
166,440,2026-06-16 13:43:15,166000,3.138385542168675,0.0032071114211182916
167,468,2026-06-16 13:43:15,167000,3.1383473053892215,0.0032453482005716516
168,498,2026-06-16 13:43:15,168000,3.1382142857142856,0.003378367875507493
169,467,2026-06-16 13:43:15,169000,3.138603550295858,0.0029891032939350914
170,477,2026-06-16 13:43:15,170000,3.138494117647059,0.0030985359427342374
171,338,2026-06-16 13:43:15,171000,3.1385964912280704,0.0029961623617227318
172,272,2026-06-16 13:43:15,172000,3.1387906976744184,0.0028019559153746876
173,299,2026-06-16 13:43:15,173000,3.1385895953757226,0.003003058214070542
174,449,2026-06-16 13:43:15,174000,3.138735632183908,0.002857021405885174
175,215,2026-06-16 13:43:15,175000,3.1388342857142857,0.002758367875507428
176,407,2026-06-16 13:43:15,176000,3.1387727272727273,0.002819926317065846
177,361,2026-06-16 13:43:15,177000,3.138892655367232,0.002699998222561284
178,411,2026-06-16 13:43:15,178000,3.139168539325843,0.0024241142639502833
179,363,2026-06-16 13:43:15,179000,3.1393966480446927,0.0021960055451004656
180,405,2026-06-16 13:43:15,180000,3.139111111111111,0.0024815424786819307
181,439,2026-06-16 13:43:15,181000,3.1389834254143647,0.002609228175428413
182,216,2026-06-16 13:43:15,182000,3.139274725274725,0.002317928315068052
183,362,2026-06-16 13:43:15,183000,3.1394098360655738,0.002182817524219338
184,410,2026-06-16 13:43:15,184000,3.139173913043478,0.002418740546314968
185,428,2026-06-16 13:43:15,185000,3.139178378378378,0.002414275211414907
186,414,2026-06-16 13:43:15,186000,3.1388817204301076,0.0027109331596855135
187,399,2026-06-16 13:43:15,187000,3.1392299465240643,0.0023627070657288307
188,170,2026-06-16 13:43:15,188000,3.13931914893617,0.002273504653623082
189,373,2026-06-16 13:43:15,189000,3.139089947089947,0.0025027064998459636
190,429,2026-06-16 13:43:15,190000,3.1390736842105262,0.0025189693792668777
191,359,2026-06-16 13:43:15,191000,3.139413612565445,0.002179041024348294
192,371,2026-06-16 13:43:15,192000,3.1394375,0.002155153589793013
193,205,2026-06-16 13:43:15,193000,3.1395647668393782,0.0020278867504148756
194,41,2026-06-16 13:43:15,194000,3.1398350515463918,0.0017576020434013628
195,210,2026-06-16 13:43:15,195000,3.139897435897436,0.0016952176923572537
196,2,2026-06-16 13:43:15,196000,3.139877551020408,0.0017151025693848965
197,370,2026-06-16 13:43:15,197000,3.1398578680203046,0.0017347855694884728
198,364,2026-06-16 13:43:15,198000,3.1396363636363636,0.0019562899534295575
199,341,2026-06-16 13:43:16,199000,3.1396984924623115,0.0018941611274816417
200,625,2026-06-16 13:43:16,200000,3.1398,0.0017926535897929696
201,745,2026-06-16 13:43:16,201000,3.139721393034826,0.0018712605549673356
202,547,2026-06-16 13:43:16,202000,3.1397425742574256,0.0018500793323674714
203,552,2026-06-16 13:43:16,203000,3.139822660098522,0.001769993491270938
204,750,2026-06-16 13:43:16,204000,3.139921568627451,0.0016710849623420287
205,618,2026-06-16 13:43:16,205000,3.13929756097561,0.0022950926141831474
206,624,2026-06-16 13:43:16,206000,3.1394174757281554,0.0021751778616376782
207,426,2026-06-16 13:43:16,207000,3.1390531400966184,0.0025395134931747165
208,381,2026-06-16 13:43:16,208000,3.1389807692307694,0.0026118843590237084
209,550,2026-06-16 13:43:16,209000,3.1393684210526316,0.00222423253716153
210,592,2026-06-16 13:43:16,210000,3.1396190476190475,0.0019736059707455844
211,551,2026-06-16 13:43:16,211000,3.13939336492891,0.0021992886608832585
212,425,2026-06-16 13:43:16,212000,3.1392641509433963,0.002328502646396835
213,435,2026-06-16 13:43:16,213000,3.139643192488263,0.0019494611015300478
214,583,2026-06-16 13:43:16,214000,3.140018691588785,0.0015739620010082334
215,554,2026-06-16 13:43:16,215000,3.139888372093023,0.0017042814967700437
216,540,2026-06-16 13:43:16,216000,3.1397037037037037,0.0018889498860894527
217,408,2026-06-16 13:43:16,217000,3.1397603686635946,0.0018322849261984686
218,344,2026-06-16 13:43:16,218000,3.1395963302752294,0.001996323314563675
219,620,2026-06-16 13:43:16,219000,3.1393059360730593,0.002286717516733816
220,685,2026-06-16 13:43:16,220000,3.139418181818182,0.0021744717716112305
221,280,2026-06-16 13:43:16,221000,3.1392217194570136,0.0023709341327795563
222,519,2026-06-16 13:43:16,222000,3.1393153153153155,0.002277338274477625
223,525,2026-06-16 13:43:16,223000,3.139300448430493,0.0022922051592999537
224,451,2026-06-16 13:43:16,224000,3.1395178571428572,0.002074796446935867
225,453,2026-06-16 13:43:16,225000,3.139288888888889,0.0023037647009043205
226,447,2026-06-16 13:43:16,226000,3.1396637168141592,0.0019289367756338827
227,484,2026-06-16 13:43:16,227000,3.139770925110132,0.001821728479661111
228,527,2026-06-16 13:43:16,228000,3.1397543859649124,0.0018382676248807073
229,269,2026-06-16 13:43:16,229000,3.14010480349345,0.001487850096343113
230,532,2026-06-16 13:43:16,230000,3.14,0.0015926535897929917
231,693,2026-06-16 13:43:16,231000,3.140051948051948,0.0015407055378449108
232,644,2026-06-16 13:43:16,232000,3.1403793103448274,0.0012133432449656922
233,485,2026-06-16 13:43:16,233000,3.1400171673819743,0.001575486207818777
234,640,2026-06-16 13:43:16,234000,3.1395726495726497,0.0020200040171434175
235,536,2026-06-16 13:43:16,235000,3.139608510638298,0.0019841429514952935
236,523,2026-06-16 13:43:16,236000,3.13964406779661,0.001948585793182911
237,469,2026-06-16 13:43:16,237000,3.139594936708861,0.001997716880932199
238,520,2026-06-16 13:43:16,238000,3.1396134453781515,0.0019792082116416587
239,695,2026-06-16 13:43:16,239000,3.1394142259414224,0.0021784276483707288
240,656,2026-06-16 13:43:16,240000,3.1396166666666665,0.001975986923126616
241,497,2026-06-16 13:43:16,241000,3.1398340248962655,0.0017586286935276085
242,454,2026-06-16 13:43:16,242000,3.139619834710744,0.0019728188790493206
243,465,2026-06-16 13:43:16,243000,3.139901234567901,0.00169141902189196
244,471,2026-06-16 13:43:16,244000,3.139688524590164,0.0019041289996293287
245,459,2026-06-16 13:43:16,245000,3.1399020408163265,0.0016906127734666043
246,698,2026-06-16 13:43:16,246000,3.140081300813008,0.0015113527767849355
247,855,2026-06-16 13:43:16,247000,3.1399838056680163,0.0016088479217768459
248,470,2026-06-16 13:43:16,248000,3.1403064516129033,0.0012862019768897781
249,472,2026-06-16 13:43:16,249000,3.1403534136546183,0.0012392399351748296
250,466,2026-06-16 13:43:16,250000,3.140416,0.0011766535897930197
251,499,2026-06-16 13:43:16,251000,3.1402071713147413,0.0013854822750518636
252,710,2026-06-16 13:43:16,252000,3.140285714285714,0.0013069393040789912
253,274,2026-06-16 13:43:16,253000,3.1400474308300397,0.0015452227597534396
254,711,2026-06-16 13:43:16,254000,3.1401259842519686,0.0014666693378244666
255,473,2026-06-16 13:43:16,255000,3.1401098039215687,0.0014828496682244285
256,270,2026-06-16 13:43:16,256000,3.140421875,0.0011707785897931977
257,502,2026-06-16 13:43:16,257000,3.140420233463035,0.0011724201267582224
258,489,2026-06-16 13:43:16,258000,3.140542635658915,0.001050017930878333
259,448,2026-06-16 13:43:16,259000,3.140185328185328,0.0014073254044650874
260,474,2026-06-16 13:43:16,260000,3.1405692307692306,0.0010234228205625584
261,500,2026-06-16 13:43:16,261000,3.1405977011494253,0.0009949524403678467
262,298,2026-06-16 13:43:16,262000,3.1405496183206107,0.0010430352691823686
263,758,2026-06-16 13:43:16,263000,3.1406996197718633,0.0008930338179298225
264,599,2026-06-16 13:43:16,264000,3.1405757575757574,0.001016896014035762
265,377,2026-06-16 13:43:16,265000,3.140377358490566,0.0012152950992270206
266,571,2026-06-16 13:43:16,266000,3.1401804511278195,0.0014122024619735996
267,606,2026-06-16 13:43:16,267000,3.139880149812734,0.0017125037770591156
268,616,2026-06-16 13:43:16,268000,3.140044776119403,0.001547877470390091
269,548,2026-06-16 13:43:16,269000,3.140014869888476,0.0015777837013173368
270,549,2026-06-16 13:43:16,270000,3.139911111111111,0.0016815424786820188
271,403,2026-06-16 13:43:16,271000,3.139911439114391,0.0016812144754019265
272,628,2026-06-16 13:43:16,272000,3.140029411764706,0.0015632418250870472
273,584,2026-06-16 13:43:17,273000,3.140131868131868,0.0014607854579251622
274,817,2026-06-16 13:43:17,274000,3.1404379562043796,0.0011546973854135167
275,801,2026-06-16 13:43:17,275000,3.140349090909091,0.0012435626807021372
276,746,2026-06-16 13:43:17,276000,3.140144927536232,0.001447726053561027
277,593,2026-06-16 13:43:17,277000,3.140346570397112,0.0012460831926812688
278,390,2026-06-16 13:43:17,278000,3.1400143884892087,0.0015782651005844528
279,743,2026-06-16 13:43:17,279000,3.140358422939068,0.0012342306507249212
280,757,2026-06-16 13:43:17,280000,3.1401857142857144,0.0014069393040787581
281,569,2026-06-16 13:43:17,281000,3.1404555160142347,0.0011371375755584445
282,971,2026-06-16 13:43:17,282000,3.1404113475177304,0.0011813060720626822
283,756,2026-06-16 13:43:17,283000,3.1400848056537103,0.001507847936082829
284,805,2026-06-16 13:43:17,284000,3.1402394366197184,0.0013532169700747332
285,385,2026-06-16 13:43:17,285000,3.140224561403509,0.0013680921862841977
286,768,2026-06-16 13:43:17,286000,3.1401398601398602,0.0014527934499328765
287,740,2026-06-16 13:43:17,287000,3.1401393728222997,0.0014532807674934034
288,581,2026-06-16 13:43:17,288000,3.1403194444444447,0.0012732091453484529
289,580,2026-06-16 13:43:17,289000,3.140581314878893,0.0010113387109003114
290,594,2026-06-16 13:43:17,290000,3.1404,0.0011926535897930357
291,543,2026-06-16 13:43:17,291000,3.14046735395189,0.0011252996379029767
292,557,2026-06-16 13:43:17,292000,3.1404520547945207,0.0011405987952723962
293,487,2026-06-16 13:43:17,293000,3.140518771331058,0.0010738822587352814
294,929,2026-06-16 13:43:17,294000,3.1405714285714286,0.0010212250183645466
295,915,2026-06-16 13:43:17,295000,3.140528813559322,0.0010638400304712192
296,914,2026-06-16 13:43:17,296000,3.1405,0.0010926535897932688
297,719,2026-06-16 13:43:17,297000,3.1404309764309764,0.0011616771588167651
298,916,2026-06-16 13:43:17,298000,3.140711409395973,0.0008812441938199633
299,297,2026-06-16 13:43:17,299000,3.1404414715719065,0.001151182017886665
300,526,2026-06-16 13:43:17,300000,3.14008,0.0015126535897929116
301,917,2026-06-16 13:43:17,301000,3.139920265780731,0.0016723878090623145
302,650,2026-06-16 13:43:17,302000,3.1401324503311256,0.0014602032586674696
303,446,2026-06-16 13:43:17,303000,3.140171617161716,0.001421036428077116
304,734,2026-06-16 13:43:17,304000,3.1403552631578946,0.0012373904318985218
305,907,2026-06-16 13:43:17,305000,3.1402754098360655,0.0013172437537276593
306,278,2026-06-16 13:43:17,306000,3.140300653594771,0.0012919999950220529
307,522,2026-06-16 13:43:17,307000,3.140312703583062,0.0012799500067313119
308,244,2026-06-16 13:43:17,308000,3.1403636363636362,0.00122901722615687
309,872,2026-06-16 13:43:17,309000,3.140401294498382,0.0011913590914112149
310,641,2026-06-16 13:43:17,310000,3.140748387096774,0.0008442664930190524
311,858,2026-06-16 13:43:17,311000,3.1409646302250804,0.000628023364712682
312,521,2026-06-16 13:43:17,312000,3.140846153846154,0.0007464997436392729
313,939,2026-06-16 13:43:17,313000,3.140651757188498,0.0009408964012949106
314,681,2026-06-16 13:43:17,314000,3.140407643312102,0.0011850102776911342
315,871,2026-06-16 13:43:17,315000,3.140304761904762,0.001287891685031184
316,897,2026-06-16 13:43:17,316000,3.1404683544303795,0.0011242991594135887
317,868,2026-06-16 13:43:17,317000,3.1405047318611987,0.0010879217285943987
318,921,2026-06-16 13:43:17,318000,3.140389937106918,0.0012027164828749548
319,935,2026-06-16 13:43:17,319000,3.1404012539184953,0.001191399671297777
320,869,2026-06-16 13:43:17,320000,3.140325,0.001267653589793305
321,316,2026-06-16 13:43:17,321000,3.1401993769470407,0.0013932766427524612
322,857,2026-06-16 13:43:17,322000,3.1400869565217393,0.0015056970680538129
323,937,2026-06-16 13:43:17,323000,3.1400866873065016,0.001505966283291471
324,248,2026-06-16 13:43:17,324000,3.1401604938271603,0.0014321597626327787
325,922,2026-06-16 13:43:17,325000,3.1403446153846155,0.001248038205177604
326,329,2026-06-16 13:43:17,326000,3.1404539877300612,0.00113866585973188
327,885,2026-06-16 13:43:17,327000,3.1402691131498472,0.0013235404399458695
328,259,2026-06-16 13:43:17,328000,3.1402560975609757,0.0013365560288174372
329,503,2026-06-16 13:43:17,329000,3.1403039513677813,0.0012887022220118283
330,264,2026-06-16 13:43:17,330000,3.140060606060606,0.0015320475291868973
331,660,2026-06-16 13:43:17,331000,3.14,0.0015926535897929917
332,460,2026-06-16 13:43:17,332000,3.1398192771084337,0.0017733764813594455
333,886,2026-06-16 13:43:17,333000,3.139771771771772,0.0018208818180212027
334,528,2026-06-16 13:43:17,334000,3.14,0.0015926535897929917
335,924,2026-06-16 13:43:17,335000,3.1402626865671643,0.0013299670226287752
336,930,2026-06-16 13:43:17,336000,3.140142857142857,0.0014497964469359914
337,663,2026-06-16 13:43:17,337000,3.1402492581602375,0.0013433954295556383
338,313,2026-06-16 13:43:17,338000,3.140213017751479,0.0013796358383140195
339,994,2026-06-16 13:43:17,339000,3.1403421828908553,0.0012504706989378
340,943,2026-06-16 13:43:17,340000,3.140364705882353,0.001227947707440169
341,572,2026-06-16 13:43:17,341000,3.1405395894428154,0.0010530641469777002
342,759,2026-06-16 13:43:17,342000,3.140549707602339,0.0010429459874541358
343,799,2026-06-16 13:43:17,343000,3.140466472303207,0.0011261812865859255
344,969,2026-06-16 13:43:17,344000,3.1404302325581397,0.0011624210316534267
345,772,2026-06-16 13:43:17,345000,3.140672463768116,0.0009201898216772975
346,766,2026-06-16 13:43:17,346000,3.14078612716763,0.0008065264221630564
347,404,2026-06-16 13:43:17,347000,3.1410605187319884,0.0005321348578046781
348,776,2026-06-16 13:43:17,348000,3.1411264367816094,0.0004662168081837059
349,574,2026-06-16 13:43:17,349000,3.140779369627507,0.0008132839622860821
350,561,2026-06-16 13:43:17,350000,3.1409142857142855,0.0006783678755075684
351,950,2026-06-16 13:43:17,351000,3.140866096866097,0.0007265567236962589
352,987,2026-06-16 13:43:17,352000,3.14075,0.0008426535897929632
353,830,2026-06-16 13:43:17,353000,3.1407932011331443,0.0007994524566488082
354,398,2026-06-16 13:43:17,354000,3.140779661016949,0.0008129925728441734
355,367,2026-06-16 13:43:17,355000,3.1407661971830985,0.0008264564066946534
356,629,2026-06-16 13:43:17,356000,3.1406516853932582,0.000940968196534886
357,749,2026-06-16 13:43:17,357000,3.1406722689075632,0.00092038468222988
358,775,2026-06-16 13:43:17,358000,3.14063687150838,0.0009557820814132256
359,577,2026-06-16 13:43:17,359000,3.140690807799443,0.0009018457903500199
360,563,2026-06-16 13:43:17,360000,3.140788888888889,0.0008037647009042637
361,774,2026-06-16 13:43:17,361000,3.140842105263158,0.0007505483266352364
362,816,2026-06-16 13:43:18,362000,3.1407845303867403,0.0008081232030527907
363,989,2026-06-16 13:43:18,363000,3.1406831955922865,0.0009094579975066353
364,963,2026-06-16 13:43:18,364000,3.1405494505494507,0.0010432030403424442
365,988,2026-06-16 13:43:18,365000,3.1406246575342465,0.0009679960555466494
366,630,2026-06-16 13:43:18,366000,3.1408524590163935,0.0007401945733995774
367,430,2026-06-16 13:43:18,367000,3.1408610354223434,0.0007316181674497102
368,626,2026-06-16 13:43:18,368000,3.140978260869565,0.0006143927202280075
