j,job_id,timestamp,N,pi_est,error
36,44,2026-05-27 13:56:42,360000,3.1428555555555557,0.0012629019657626195
37,42,2026-05-27 13:56:42,370000,3.1424,0.000807346410206744
38,43,2026-05-27 13:56:42,380000,3.1426105263157895,0.0010178727259964049
39,41,2026-05-27 13:56:42,390000,3.1422564102564103,0.0006637566666172212
40,48,2026-05-27 13:56:43,400000,3.14167,7.734641020684663e-05
41,45,2026-05-27 13:56:43,410000,3.1418146341463413,0.00022198055654820692
42,46,2026-05-27 13:56:43,420000,3.141752380952381,0.00015972736258795805
43,40,2026-05-27 13:56:43,430000,3.141981395348837,0.0003887417590440201
44,49,2026-05-27 13:56:44,440000,3.1424818181818184,0.00088916459202526
45,50,2026-05-27 13:56:44,450000,3.1423111111111113,0.000718457521318161
46,51,2026-05-27 13:56:44,460000,3.1420260869565215,0.0004334333667284085
47,47,2026-05-27 13:56:44,470000,3.1421531914893617,0.0005605378995685584
48,52,2026-05-27 13:56:44,480000,3.1422333333333334,0.0006406797435403178
49,56,2026-05-27 13:56:44,490000,3.1417632653061225,0.0001706117163293719
50,57,2026-05-27 13:56:44,500000,3.141192,0.00040065358979290977
51,59,2026-05-27 13:56:45,510000,3.1411529411764705,0.0004397124133226349
52,71,2026-05-27 13:56:45,520000,3.1407461538461536,0.0008464997436394839
53,65,2026-05-27 13:56:45,530000,3.1408830188679246,0.0007096347218684684
54,70,2026-05-27 13:56:45,540000,3.1409481481481483,0.0006445054416448492
55,66,2026-05-27 13:56:45,550000,3.141090909090909,0.0005017444988841824
56,63,2026-05-27 13:56:45,560000,3.141407142857143,0.00018551073265005158
57,76,2026-05-27 13:56:45,570000,3.1413543859649122,0.0002382676248808835
58,62,2026-05-27 13:56:45,580000,3.1411724137931034,0.0004202397966897031
59,60,2026-05-27 13:56:45,590000,3.1411186440677965,0.00047400952199661006
60,61,2026-05-27 13:56:45,600000,3.1413066666666665,0.00028598692312664653
61,19,2026-05-27 13:56:45,610000,3.1414098360655736,0.00018281752421955844
62,21,2026-05-27 13:56:45,620000,3.1411548387096775,0.00043781488011562786
63,20,2026-05-27 13:56:45,630000,3.1410539682539684,0.0005386853358246846
64,6,2026-05-27 13:56:45,640000,3.14085,0.0007426535897931963
65,53,2026-05-27 13:56:45,650000,3.1405723076923078,0.0010203458974853419
66,55,2026-05-27 13:56:45,660000,3.1404848484848484,0.0011078051049446813
67,68,2026-05-27 13:56:45,670000,3.140376119402985,0.0012165341868080048
68,54,2026-05-27 13:56:45,680000,3.140194117647059,0.0013985359427342026
69,64,2026-05-27 13:56:46,690000,3.1400057971014492,0.0015868564883438907
70,99,2026-05-27 13:56:46,700000,3.1402457142857143,0.0013469393040788091
71,72,2026-05-27 13:56:46,710000,3.1399549295774647,0.0016377240123284231
72,73,2026-05-27 13:56:46,720000,3.1402055555555557,0.0013870980342374217
73,67,2026-05-27 13:56:46,730000,3.1401479452054795,0.0014447083843136532
74,88,2026-05-27 13:56:46,740000,3.1398216216216217,0.0017710319681714104
75,77,2026-05-27 13:56:46,750000,3.1401866666666667,0.0014059869231264344
76,89,2026-05-27 13:56:46,760000,3.1401684210526315,0.0014242325371616182
77,74,2026-05-27 13:56:46,770000,3.1401402597402597,0.0014523938495334399
78,75,2026-05-27 13:56:46,780000,3.1403333333333334,0.001259320256459695
79,30,2026-05-27 13:56:46,790000,3.1406430379746837,0.0009496156151094226
80,93,2026-05-27 13:56:46,800000,3.14062,0.0009726535897929267
81,78,2026-05-27 13:56:46,810000,3.140345679012346,0.0012469745774472685
82,79,2026-05-27 13:56:46,820000,3.1405024390243903,0.001090214565402814
83,84,2026-05-27 13:56:46,830000,3.140279518072289,0.001313135517504005
84,91,2026-05-27 13:56:46,840000,3.1400571428571427,0.001535510732650458
85,85,2026-05-27 13:56:46,850000,3.139985882352941,0.0016067712368519338
86,81,2026-05-27 13:56:46,860000,3.1400372093023257,0.0015554442874674557
87,94,2026-05-27 13:56:46,870000,3.1399402298850574,0.0016524237047357282
88,80,2026-05-27 13:56:46,880000,3.1398318181818183,0.0017608354079747812
89,96,2026-05-27 13:56:46,890000,3.1398112359550563,0.001781417634736826
90,82,2026-05-27 13:56:46,900000,3.1400977777777777,0.0014948758120154615
91,69,2026-05-27 13:56:46,910000,3.140079120879121,0.0015135327106721164
92,83,2026-05-27 13:56:46,920000,3.1401739130434785,0.001418740546314634
93,58,2026-05-27 13:56:47,930000,3.1397376344086023,0.001855019181190798
94,98,2026-05-27 13:56:47,940000,3.139817021276596,0.0017756323131972174
95,86,2026-05-27 13:56:47,950000,3.139663157894737,0.0019294956950561826
96,92,2026-05-27 13:56:47,960000,3.1399958333333333,0.0015968202564597966
97,90,2026-05-27 13:56:47,970000,3.1398886597938143,0.0017039937959788531
98,95,2026-05-27 13:56:47,980000,3.139787755102041,0.0018048984877521157
99,97,2026-05-27 13:56:47,990000,3.1397050505050506,0.0018876030847425618
100,87,2026-05-27 13:56:48,1000000,3.139472,0.0021206535897930756
